"x1","x2","rep","y"
-1,-1,1,4.24767768652458
-1,-1,2,1.20599701388075
-1,-1,3,0.353477698865747
-1,-0.777777777777778,1,-0.0466581383130882
-1,-0.777777777777778,2,4.63868986625411
-1,-0.777777777777778,3,1.37709540391926
-1,-0.555555555555556,1,0.975220879178798
-1,-0.555555555555556,2,2.49963752902826
-1,-0.555555555555556,3,2.70474837283632
-1,-0.333333333333333,1,0.557515223251608
-1,-0.333333333333333,2,-1.52542684089821
-1,-0.333333333333333,3,2.05425598687412
-1,-0.111111111111111,1,-1.69727041690957
-1,-0.111111111111111,2,-2.09986292419712
-1,-0.111111111111111,3,-6.4489156139814
-1,0.111111111111111,1,-2.313471161624
-1,0.111111111111111,2,-4.64146224809634
-1,0.111111111111111,3,-3.71080079549414
-1,0.333333333333333,1,-7.46064223441096
-1,0.333333333333333,2,1.96453072379149
-1,0.333333333333333,3,-5.64013010624555
-1,0.555555555555555,1,-4.90349797428468
-1,0.555555555555555,2,-2.64949706960267
-1,0.555555555555555,3,-6.76324844264584
-1,0.777777777777778,1,-4.02682801222732
-1,0.777777777777778,2,-4.9608993107747
-1,0.777777777777778,3,-3.99408226778212
-1,1,1,-5.16918720215623
-1,1,2,-8.90459953773195
-1,1,3,-4.11758775659691
-0.777777777777778,-1,1,1.54435047880251
-0.777777777777778,-1,2,2.07107372732082
-0.777777777777778,-1,3,2.30263100632307
-0.777777777777778,-0.777777777777778,1,1.63131818163765
-0.777777777777778,-0.777777777777778,2,-0.614149051791546
-0.777777777777778,-0.777777777777778,3,3.84949617914651
-0.777777777777778,-0.555555555555556,1,1.22405885166581
-0.777777777777778,-0.555555555555556,2,-0.402195087693092
-0.777777777777778,-0.555555555555556,3,1.96071599760548
-0.777777777777778,-0.333333333333333,1,-3.35421372561553
-0.777777777777778,-0.333333333333333,2,0.178554394050099
-0.777777777777778,-0.333333333333333,3,-2.9219247892379
-0.777777777777778,-0.111111111111111,1,0.358254705036917
-0.777777777777778,-0.111111111111111,2,-4.26083933842751
-0.777777777777778,-0.111111111111111,3,-0.993695750000245
-0.777777777777778,0.111111111111111,1,-3.25437818238925
-0.777777777777778,0.111111111111111,2,-3.66570011907904
-0.777777777777778,0.111111111111111,3,-0.62481924581186
-0.777777777777778,0.333333333333333,1,-0.508063226964401
-0.777777777777778,0.333333333333333,2,-6.18782429969921
-0.777777777777778,0.333333333333333,3,-4.62044471325495
-0.777777777777778,0.555555555555555,1,-1.01905359200659
-0.777777777777778,0.555555555555555,2,-1.45394149856475
-0.777777777777778,0.555555555555555,3,-1.2467853088805
-0.777777777777778,0.777777777777778,1,-7.3563687142738
-0.777777777777778,0.777777777777778,2,-1.72800543935315
-0.777777777777778,0.777777777777778,3,-4.48757527966946
-0.777777777777778,1,1,-5.48910698210848
-0.777777777777778,1,2,-4.45047688147641
-0.777777777777778,1,3,-5.07548754088595
-0.555555555555556,-1,1,0.784015923717212
-0.555555555555556,-1,2,1.43725862502122
-0.555555555555556,-1,3,0.0571620804246056
-0.555555555555556,-0.777777777777778,1,0.150874341872476
-0.555555555555556,-0.777777777777778,2,4.56600379367078
-0.555555555555556,-0.777777777777778,3,-0.0028860779242792
-0.555555555555556,-0.555555555555556,1,1.44374645161575
-0.555555555555556,-0.555555555555556,2,-0.0959094376780627
-0.555555555555556,-0.555555555555556,3,-0.345461177566221
-0.555555555555556,-0.333333333333333,1,2.99429443486654
-0.555555555555556,-0.333333333333333,2,0.373432782265474
-0.555555555555556,-0.333333333333333,3,-2.79256812652232
-0.555555555555556,-0.111111111111111,1,-0.736656019973233
-0.555555555555556,-0.111111111111111,2,-1.14052145239193
-0.555555555555556,-0.111111111111111,3,-2.5287297398445
-0.555555555555556,0.111111111111111,1,-5.71047779729671
-0.555555555555556,0.111111111111111,2,2.28054808783583
-0.555555555555556,0.111111111111111,3,-3.44242451355431
-0.555555555555556,0.333333333333333,1,-2.50150236905006
-0.555555555555556,0.333333333333333,2,-1.81637715205266
-0.555555555555556,0.333333333333333,3,-2.17449850979638
-0.555555555555556,0.555555555555555,1,-7.44157180963739
-0.555555555555556,0.555555555555555,2,-3.32214003958521
-0.555555555555556,0.555555555555555,3,-2.8618301782739
-0.555555555555556,0.777777777777778,1,-3.86077081454147
-0.555555555555556,0.777777777777778,2,-0.121055466791566
-0.555555555555556,0.777777777777778,3,0.440969897422744
-0.555555555555556,1,1,-3.24723762218657
-0.555555555555556,1,2,-3.13269990915804
-0.555555555555556,1,3,-5.2830895083177
-0.333333333333333,-1,1,4.69067036378948
-0.333333333333333,-1,2,0.828563472796039
-0.333333333333333,-1,3,3.79342682116644
-0.333333333333333,-0.777777777777778,1,2.57089142455652
-0.333333333333333,-0.777777777777778,2,2.65927465244053
-0.333333333333333,-0.777777777777778,3,4.18559623276084
-0.333333333333333,-0.555555555555556,1,-0.697810966677692
-0.333333333333333,-0.555555555555556,2,1.62086047107465
-0.333333333333333,-0.555555555555556,3,4.01600977128859
-0.333333333333333,-0.333333333333333,1,-0.323021651407705
-0.333333333333333,-0.333333333333333,2,0.0962716972688734
-0.333333333333333,-0.333333333333333,3,0.0009554101767969
-0.333333333333333,-0.111111111111111,1,-2.31535374126146
-0.333333333333333,-0.111111111111111,2,0.665154236241397
-0.333333333333333,-0.111111111111111,3,2.91251836022587
-0.333333333333333,0.111111111111111,1,-4.06708609467846
-0.333333333333333,0.111111111111111,2,-3.86908486602405
-0.333333333333333,0.111111111111111,3,0.716517616075114
-0.333333333333333,0.333333333333333,1,-0.529512952534989
-0.333333333333333,0.333333333333333,2,2.44677679785451
-0.333333333333333,0.333333333333333,3,-2.49002660922301
-0.333333333333333,0.555555555555555,1,-4.64744693582167
-0.333333333333333,0.555555555555555,2,-0.364285441610585
-0.333333333333333,0.555555555555555,3,-0.155367385430423
-0.333333333333333,0.777777777777778,1,-2.86247506997243
-0.333333333333333,0.777777777777778,2,-4.06006975807555
